Species,Authority,Family,Seed bank type,Number of records,Max longevity (y),Minimum density per sq m,Maximum density per sq m,Mean density per sq m,Depth (cm),Method,Source code
Potentilla crantzii,(Crantz) G. Beck ex Fritsch,ROSACEAE,1,1,,0,0,0,5,5,55
Potentilla erecta,(L.) Rausch.,ROSACEAE,1,1,,0,0,0,6,5,11
Potentilla erecta,(L.) Rausch.,ROSACEAE,1,1,,0,0,0,40,5,11
Potentilla erecta,(L.) Rausch.,ROSACEAE,1,1,,0,0,0,20,5,67
Potentilla erecta,(L.) Rausch.,ROSACEAE,1,2,,0,0,0,5,5,69
Potentilla erecta,(L.) Rausch.,ROSACEAE,1,1,,0,0,0,9,5,84
Potentilla erecta,(L.) Rausch.,ROSACEAE,1,2,,0,0,0,5,5,92
Potentilla erecta,(L.) Rausch.,ROSACEAE,1,2,,0,0,0,10,5,150
Potentilla erecta,(L.) Rausch.,ROSACEAE,1,3,,0,0,0,10,5,152
Potentilla erecta,(L.) Rausch.,ROSACEAE,1,1,,0,0,0,12,5,171
Potentilla erecta,(L.) Rausch.,ROSACEAE,1,1,,0,0,0,12,5,174
Potentilla erecta,(L.) Rausch.,ROSACEAE,1,10,,0,0,0,10,5,255
Potentilla erecta,(L.) Rausch.,ROSACEAE,1,1,,0,0,0,15,5,257
Potentilla erecta,(L.) Rausch.,ROSACEAE,1,1,,0,0,0,5,6,170
Potentilla erecta,(L.) Rausch.,ROSACEAE,1,1,,10,10,10,3,7,235
Potentilla erecta,(L.) Rausch.,ROSACEAE,2,1,,108,108,108,30,5,45
Potentilla erecta,(L.) Rausch.,ROSACEAE,2,2,,183,377,280,22.5,5,45
Potentilla erecta,(L.) Rausch.,ROSACEAE,2,1,,291,291,291,15,5,45
Potentilla erecta,(L.) Rausch.,ROSACEAE,2,1,,150,150,150,3,5,96
Potentilla erecta,(L.) Rausch.,ROSACEAE,2,1,,33,33,33,5,5,123
Potentilla erecta,(L.) Rausch.,ROSACEAE,2,1,,88,88,88,10,5,150
Potentilla erecta,(L.) Rausch.,ROSACEAE,2,2,,234,312,273,10,5,152
Potentilla erecta,(L.) Rausch.,ROSACEAE,2,1,,13,13,13,7,5,232
Potentilla erecta,(L.) Rausch.,ROSACEAE,2,2,,1,2,2,5,6,170
Potentilla erecta,(L.) Rausch.,ROSACEAE,2,2,,18,51,35,3,7,235
Potentilla erecta,(L.) Rausch.,ROSACEAE,3,1,,129,129,129,30,5,45
Potentilla erecta,(L.) Rausch.,ROSACEAE,3,1,>22,33,33,33,24,5,168
Potentilla erecta,(L.) Rausch.,ROSACEAE,3,1,>32,33,33,33,24,5,168
Potentilla erecta,(L.) Rausch.,ROSACEAE,3,1,>32,100,100,100,16,5,168
Potentilla erecta,(L.) Rausch.,ROSACEAE,3,1,>100,822,822,822,32,5,169
Potentilla erecta,(L.) Rausch.,ROSACEAE,3,2,>20,61,61,61,5,5,222
Potentilla erecta,(L.) Rausch.,ROSACEAE,3,1,,220,220,220,15,5,257
Potentilla erecta,(L.) Rausch.,ROSACEAE,4,4,,97,295,182,5,5,92
Potentilla erecta,(L.) Rausch.,ROSACEAE,4,2,,167,883,525,3,5,96
Potentilla erecta,(L.) Rausch.,ROSACEAE,4,1,,316,316,316,5,5,123
Potentilla erecta,(L.) Rausch.,ROSACEAE,4,2,,234,234,234,10,5,150
Potentilla erecta,(L.) Rausch.,ROSACEAE,4,1,,234,234,234,10,5,152
Potentilla erecta,(L.) Rausch.,ROSACEAE,4,7,,553,1363,835,17.8,5,155
Potentilla erecta,(L.) Rausch.,ROSACEAE,4,5,,177,758,354,17.8,5,156
Potentilla erecta,(L.) Rausch.,ROSACEAE,4,5,,25,941,263,12,5,174
Potentilla erecta,(L.) Rausch.,ROSACEAE,4,5,,61,133,90,5,5,222
Potentilla erecta,(L.) Rausch.,ROSACEAE,4,1,,82,82,82,7,5,232
Potentilla erecta,(L.) Rausch.,ROSACEAE,4,1,,41,41,41,5,5,233
Potentilla erecta,(L.) Rausch.,ROSACEAE,4,10,,38,463,165,10,5,255
Potentilla erecta,(L.) Rausch.,ROSACEAE,4,1,,3,3,3,3,7,235
Potentilla neumanniana,Reichb.,ROSACEAE,1,1,,0,0,0,5,5,69
Potentilla neumanniana,Reichb.,ROSACEAE,1,1,,0,0,0,1,5,96
Potentilla neumanniana,Reichb.,ROSACEAE,1,1,,120,120,120,13,5,183
Potentilla neumanniana,Reichb.,ROSACEAE,1,1,,22,22,22,6.5,7,182
Potentilla neumanniana,Reichb.,ROSACEAE,2,1,,216,216,216,6.5,7,182
Potentilla neumanniana,Reichb.,ROSACEAE,3,1,>30,96,96,96,10,5,181
Potentilla neumanniana,Reichb.,ROSACEAE,4,1,,108,108,108,6,5,67
Potentilla neumanniana,Reichb.,ROSACEAE,4,3,,24,160,101,6,5,181
Potentilla neumanniana,Reichb.,ROSACEAE,4,3,,38,563,292,10,5,255
Potentilla norvegica,L.,ROSACEAE,2,1,>2,-,-,-,2,1,47
Potentilla norvegica,L.,ROSACEAE,2,1,>2,-,-,-,15,1,47
Potentilla norvegica,L.,ROSACEAE,2,3,,37,322,136,11.5,5,134
Potentilla norvegica,L.,ROSACEAE,2,1,,59,59,59,5,5,177
Potentilla norvegica,L.,ROSACEAE,3,1,>30,-,-,-,15,1,240
Potentilla norvegica,L.,ROSACEAE,3,1,>39,-,-,-,50,1,240
Potentilla norvegica,L.,ROSACEAE,3,1,>39,-,-,-,100,1,240
Potentilla norvegica,L.,ROSACEAE,3,2,,37,62,50,11.5,5,134
Potentilla norvegica,L.,ROSACEAE,3,1,>40,1800,1800,1800,20,5,173
Potentilla norvegica,L.,ROSACEAE,4,3,,17,102,52,10,5,8
Potentilla norvegica,L.,ROSACEAE,4,4,,65,205,151,3,5,59
Potentilla norvegica,L.,ROSACEAE,4,1,,854,854,854,11.5,5,134
Potentilla palustris,(L.) Scop.,ROSACEAE,1,3,,0,0,0,3,5,208
Potentilla palustris,(L.) Scop.,ROSACEAE,1,3,,0,0,0,6,5,208
Potentilla palustris,(L.) Scop.,ROSACEAE,1,1,,0,0,0,50,5,216
Potentilla palustris,(L.) Scop.,ROSACEAE,3,1,>4,-,-,-,10,3,216
Potentilla palustris,(L.) Scop.,ROSACEAE,4,2,,72,351,212,16,5,216
Potentilla palustris,(L.) Scop.,ROSACEAE,4,1,,50,50,50,10,5,255
Potentilla recta,L.,ROSACEAE,2,1,>2,-,-,-,7,1,18
Potentilla reptans,L.,ROSACEAE,1,2,,0,0,0,5,4,53
Potentilla reptans,L.,ROSACEAE,1,2,,0,0,0,10,4,88
Potentilla reptans,L.,ROSACEAE,1,2,,0,0,0,5,5,69
Potentilla reptans,L.,ROSACEAE,1,3,,0,0,0,3,5,96
Potentilla reptans,L.,ROSACEAE,1,3,,0,0,0,6.5,5,128
Potentilla reptans,L.,ROSACEAE,1,1,,0,0,0,10,5,150
Potentilla reptans,L.,ROSACEAE,1,1,,0,0,0,5,5,244
Potentilla reptans,L.,ROSACEAE,1,1,,0,0,0,5,5,250
Potentilla reptans,L.,ROSACEAE,1,5,,0,0,0,5,5,251
Potentilla reptans,L.,ROSACEAE,1,2,,0,0,0,10,5,252
Potentilla reptans,L.,ROSACEAE,2,1,,65,65,65,30,5,45
Potentilla reptans,L.,ROSACEAE,2,1,,7,7,7,15,5,62
Potentilla reptans,L.,ROSACEAE,2,1,,130,130,130,10,5,162
Potentilla reptans,L.,ROSACEAE,2,2,,180,2096,1138,18,5,162
Potentilla reptans,L.,ROSACEAE,2,1,,1311,1311,1311,12,5,162
Potentilla reptans,L.,ROSACEAE,2,1,,1750,1750,1750,15,5,162
Potentilla reptans,L.,ROSACEAE,3,2,,32,75,54,30,5,45
Potentilla reptans,L.,ROSACEAE,3,1,>35,323,323,323,65,5,161
Potentilla reptans,L.,ROSACEAE,4,1,,7,7,7,20,4,111
Potentilla reptans,L.,ROSACEAE,4,1,,35,35,35,7,5,58
Potentilla reptans,L.,ROSACEAE,4,1,,5,5,5,15,5,62
Potentilla sterilis,(L.) Garcke,ROSACEAE,1,1,,40,40,40,20,5,219
Potentilla sterilis,(L.) Garcke,ROSACEAE,1,3,,3,3,3,3,7,235
Potentilla sterilis,(L.) Garcke,ROSACEAE,2,1,,43,43,43,30,5,29
Potentilla sterilis,(L.) Garcke,ROSACEAE,2,1,,3,3,3,15,5,32
Potentilla sterilis,(L.) Garcke,ROSACEAE,2,1,,40,40,40,25,5,219
Potentilla sterilis,(L.) Garcke,ROSACEAE,3,1,,100,100,100,15,5,257
Prunus avium,(L.) L.,ROSACEAE,1,1,,0,0,0,6,5,67
Prunus avium,(L.) L.,ROSACEAE,1,1,,0,0,0,20,5,67
Prunus avium,(L.) L.,ROSACEAE,1,1,,0,0,0,13,5,183
Prunus avium,(L.) L.,ROSACEAE,1,2,,0,0,0,10,5,255
Prunus domestica,L.,ROSACEAE,1,3,,0,0,0,10,5,255
Prunus fruticosa,Pallas,ROSACEAE,4,1,,200,200,200,25,5,260
Prunus padus,L.,ROSACEAE,2,1,1,-,-,-,2,3,83
Prunus serotina,Ehrh.,ROSACEAE,1,5,,0,0,0,5,5,19
Prunus serotina,Ehrh.,ROSACEAE,1,1,,0,0,0,10,5,33
Prunus serotina,Ehrh.,ROSACEAE,2,1,>3,-,-,-,0,3,263
Prunus serotina,Ehrh.,ROSACEAE,2,1,>3,0,0,0,10,5,141
Prunus serotina,Ehrh.,ROSACEAE,4,1,,74,74,74,10,5,141
Prunus spinosa,L.,ROSACEAE,1,2,,0,0,0,6,5,49
Prunus spinosa,L.,ROSACEAE,1,1,,0,0,0,6,5,67
Prunus spinosa,L.,ROSACEAE,1,3,,0,0,0,6,5,181
Prunus spinosa,L.,ROSACEAE,1,1,,0,0,0,10,5,181
Prunus spinosa,L.,ROSACEAE,1,1,,0,0,0,13,5,183
Prunus spinosa,L.,ROSACEAE,1,6,,0,0,0,10,5,255
Prunus spinosa,L.,ROSACEAE,1,2,,0,0,0,15,5,257
Prunus spinosa,L.,ROSACEAE,1,1,,0,0,0,3,7,235
Rosa canina,L.,ROSACEAE,1,1,,0,0,0,6,5,67
Rosa canina,L.,ROSACEAE,1,1,,0,0,0,6,5,181
Rosa canina,L.,ROSACEAE,1,5,,0,0,0,10,5,255
Rosa canina,L.,ROSACEAE,1,2,,0,0,0,15,5,257
Rosa canina,L.,ROSACEAE,1,1,,0,0,0,6.5,7,182
Rosa rubiginosa,L.,ROSACEAE,1,3,,0,0,0,6,5,181
Rosa rubiginosa,L.,ROSACEAE,1,1,,0,0,0,10,5,181
Rosa tomentosa,Smith,ROSACEAE,1,1,,0,0,0,10,5,255
Rubus caesius,L.,ROSACEAE,1,1,,0,0,0,12.5,5,126
Rubus chamaemorus,L.,ROSACEAE,1,1,,0,0,0,25,5,144
Rubus fruticosus,,ROSACEAE,1,1,,106,106,106,12,4,51
Rubus fruticosus,,ROSACEAE,1,3,,0,0,0,20,4,225
Rubus fruticosus,,ROSACEAE,1,1,,0,0,0,7,5,58
Rubus fruticosus,,ROSACEAE,1,3,,0,0,0,3,5,96
Rubus fruticosus,,ROSACEAE,1,1,,0,0,0,10,5,110
Rubus fruticosus,,ROSACEAE,1,1,,48,48,48,10,5,181
Rubus fruticosus,,ROSACEAE,1,8,,0,0,0,10,5,255
Rubus fruticosus,,ROSACEAE,1,1,,100,100,100,15,5,257
Rubus fruticosus,,ROSACEAE,1,2,,0,4,2,3,7,235
Rubus fruticosus,,ROSACEAE,1,2,,53,53,53,8,7,275
Rubus fruticosus,,ROSACEAE,2,2,,155,192,174,10,4,51
Rubus fruticosus,,ROSACEAE,2,1,,812,812,812,16,4,51
Rubus fruticosus,,ROSACEAE,2,1,,6,6,6,5,5,122
Rubus fruticosus,,ROSACEAE,2,10,,140,1440,684,15,5,257
Rubus fruticosus,,ROSACEAE,3,1,,137,137,137,10,5,93
Rubus fruticosus,,ROSACEAE,3,2,,29,245,137,12.5,5,126
Rubus fruticosus,,ROSACEAE,3,1,,6,6,6,5,5,234
Rubus fruticosus,,ROSACEAE,3,9,,120,980,356,15,5,257
Rubus fruticosus,,ROSACEAE,4,1,,184,184,184,15,5,32
Rubus fruticosus,,ROSACEAE,4,4,,10,333,118,6,5,49
Rubus fruticosus,,ROSACEAE,4,3,,17,40,29,7,5,58
Rubus fruticosus,,ROSACEAE,4,1,,14,14,14,5,5,122
Rubus fruticosus,,ROSACEAE,4,1,,66,66,66,10,5,126
Rubus fruticosus,,ROSACEAE,4,1,,153,153,153,15,5,142
Rubus idaeus,L.,ROSACEAE,1,2,,0,0,0,5,4,91
Rubus idaeus,L.,ROSACEAE,1,1,,0,0,0,20,4,225
Rubus idaeus,L.,ROSACEAE,1,1,,0,0,0,7.5,5,84
Rubus idaeus,L.,ROSACEAE,1,1,,43,43,43,10,5,84
Rubus idaeus,L.,ROSACEAE,1,2,,0,0,0,3,5,96
Rubus idaeus,L.,ROSACEAE,1,1,,0,0,0,10,5,150
Rubus idaeus,L.,ROSACEAE,1,1,,0,0,0,5,5,213
Rubus idaeus,L.,ROSACEAE,1,1,,0,0,0,16,5,216
Rubus idaeus,L.,ROSACEAE,1,8,,0,0,0,10,5,255
Rubus idaeus,L.,ROSACEAE,1,1,,0,0,0,5,6,170
Rubus idaeus,L.,ROSACEAE,2,1,,54,54,54,30,5,29
Rubus idaeus,L.,ROSACEAE,2,1,,4,4,4,15,5,32
Rubus idaeus,L.,ROSACEAE,2,1,,20,20,20,2,5,82
Rubus idaeus,L.,ROSACEAE,2,1,,312,312,312,10,5,152
Rubus idaeus,L.,ROSACEAE,2,1,,33,33,33,32,5,169
Rubus idaeus,L.,ROSACEAE,2,1,,44,44,44,24,5,169
Rubus idaeus,L.,ROSACEAE,2,1,,56,56,56,16,5,169
Rubus idaeus,L.,ROSACEAE,2,1,,375,375,375,12,5,171
Rubus idaeus,L.,ROSACEAE,2,1,,29,29,29,5,5,220
Rubus idaeus,L.,ROSACEAE,2,11,,38,438,140,10,5,255
Rubus idaeus,L.,ROSACEAE,2,4,,0,51,17,5,6,170
Rubus idaeus,L.,ROSACEAE,3,1,>5,-,-,-,2,3,83
Rubus idaeus,L.,ROSACEAE,3,1,,444,444,444,20,5,67
Rubus idaeus,L.,ROSACEAE,3,1,>87,68,68,68,5,5,80
Rubus idaeus,L.,ROSACEAE,3,1,>30,286,286,286,5,5,80
Rubus idaeus,L.,ROSACEAE,3,1,,794,794,794,12.5,5,126
Rubus idaeus,L.,ROSACEAE,3,1,,982,982,982,10,5,126
Rubus idaeus,L.,ROSACEAE,3,3,,29,113,62,0,5,157
Rubus idaeus,L.,ROSACEAE,3,2,,33,244,139,16,5,168
Rubus idaeus,L.,ROSACEAE,3,2,,44,278,161,32,5,169
Rubus idaeus,L.,ROSACEAE,4,1,,4,4,4,20,4,111
Rubus idaeus,L.,ROSACEAE,4,1,,1016,1016,1016,5,5,80
Rubus idaeus,L.,ROSACEAE,4,1,,44,44,44,25,5,101
Rubus idaeus,L.,ROSACEAE,4,1,,310,310,310,12.5,5,126
Rubus idaeus,L.,ROSACEAE,4,1,,404,404,404,10,5,126
Rubus idaeus,L.,ROSACEAE,4,2,,292,2718,1505,10,5,150
Rubus idaeus,L.,ROSACEAE,4,2,,27,117,72,0,5,157
Rubus idaeus,L.,ROSACEAE,4,2,,3,29,16,4,5,176
Rubus idaeus,L.,ROSACEAE,4,5,,79,426,198,5,5,220
Rubus idaeus,L.,ROSACEAE,4,6,,38,1025,246,10,5,255
Rubus saxatilis,L.,ROSACEAE,1,1,,0,0,0,5,5,82
Rubus saxatilis,L.,ROSACEAE,1,1,,0,0,0,10,5,150
Rubus saxatilis,L.,ROSACEAE,1,2,,0,0,0,12,5,171
Rubus saxatilis,L.,ROSACEAE,1,2,,0,0,0,4,5,176
Rubus saxatilis,L.,ROSACEAE,1,5,,0,0,0,5,6,170
Sanguisorba minor,Scop.,ROSACEAE,1,1,,0,0,0,5,5,69
Sanguisorba minor,Scop.,ROSACEAE,1,1,,0,0,0,1,5,96
Sanguisorba minor,Scop.,ROSACEAE,1,1,,0,0,0,13,5,183
Sanguisorba minor,Scop.,ROSACEAE,1,2,,0,0,0,10,5,255
Sanguisorba minor,Scop.,ROSACEAE,1,1,,10,10,10,6.5,7,182
Sanguisorba minor,Scop.,ROSACEAE,2,1,,1146,1146,1146,20,5,97
Sanguisorba minor,Scop.,ROSACEAE,2,1,,46,46,46,6.5,7,182
Sanguisorba minor,Scop.,ROSACEAE,3,1,>30,24,24,24,10,5,181
Sanguisorba minor,Scop.,ROSACEAE,4,1,,40,40,40,7,5,58
Sanguisorba minor,Scop.,ROSACEAE,4,1,,85,85,85,10,5,110
Sanguisorba minor,Scop.,ROSACEAE,4,1,,5,5,5,5,5,122
Sanguisorba minor,Scop.,ROSACEAE,4,2,,32,56,44,6,5,181
Sanguisorba minor,Scop.,ROSACEAE,4,1,,75,75,75,10,5,255
Sanguisorba officinalis,L.,ROSACEAE,1,2,,0,0,0,6.5,5,68
Sanguisorba officinalis,L.,ROSACEAE,1,2,,0,0,0,13,5,68
Sanguisorba officinalis,L.,ROSACEAE,1,1,,0,0,0,6.5,5,128
Sanguisorba officinalis,L.,ROSACEAE,1,7,,0,0,0,10,5,149
Sanguisorba officinalis,L.,ROSACEAE,1,2,,0,96,48,10,5,252
Sanguisorba officinalis,L.,ROSACEAE,1,19,,0,0,0,10,5,255
Sibbaldia procumbens,L.,ROSACEAE,1,2,,0,0,0,6,5,39
Sibbaldia procumbens,L.,ROSACEAE,4,2,,20,33,27,6,5,39
Sorbus aria,(L.) Crantz,ROSACEAE,1,1,,0,0,0,10,5,255
Sorbus aucuparia,L.,ROSACEAE,1,1,,0,0,0,20,4,225
Sorbus aucuparia,L.,ROSACEAE,1,2,,0,0,0,5,5,82
Sorbus aucuparia,L.,ROSACEAE,1,2,,0,0,0,16,5,216
Sorbus aucuparia,L.,ROSACEAE,1,1,,0,0,0,5,5,248
Sorbus aucuparia,L.,ROSACEAE,1,7,,0,0,0,10,5,255
Sorbus aucuparia,L.,ROSACEAE,1,9,,0,0,0,15,5,257
Sorbus aucuparia,L.,ROSACEAE,3,1,>5,-,-,-,2,3,83
Asperula cynanchia,L.,RUBIACEAE,1,1,,0,0,0,5,5,122
Asperula cynanchia,L.,RUBIACEAE,1,1,,0,0,0,6,5,181
Asperula cynanchia,L.,RUBIACEAE,2,2,,8,43,26,6.5,7,182
Asperula cynanchia,L.,RUBIACEAE,4,1,,1020,1020,1020,8.5,4,254
Cruciata laevipes,Opiz,RUBIACEAE,1,1,,0,0,0,3,5,96
Cruciata laevipes,Opiz,RUBIACEAE,1,2,,0,0,0,10,5,110
Cruciata laevipes,Opiz,RUBIACEAE,1,1,,0,0,0,3,7,235
Galium aparine,L.,RUBIACEAE,1,1,0,-,-,-,0,1,75
Galium aparine,L.,RUBIACEAE,1,1,0,-,-,-,7.5,1,75
Galium aparine,L.,RUBIACEAE,1,4,,0,0,0,25,4,36
Galium aparine,L.,RUBIACEAE,1,2,,0,0,0,25,4,185
Galium aparine,L.,RUBIACEAE,1,5,,0,0,0,20,4,225
Galium aparine,L.,RUBIACEAE,1,2,,0,0,0,7,5,58
Galium aparine,L.,RUBIACEAE,1,1,,0,0,0,50,5,66
Galium aparine,L.,RUBIACEAE,1,2,,0,0,0,20,5,67
Galium aparine,L.,RUBIACEAE,1,6,,0,0,0,3,5,96
Galium aparine,L.,RUBIACEAE,1,1,,0,0,0,10,5,126
Galium aparine,L.,RUBIACEAE,1,1,,0,0,0,3,5,132
Galium aparine,L.,RUBIACEAE,1,1,,0,0,0,13,5,183
Galium aparine,L.,RUBIACEAE,1,3,,0,0,0,3,5,208
Galium aparine,L.,RUBIACEAE,1,2,,0,0,0,6,5,208
Galium aparine,L.,RUBIACEAE,1,1,,0,0,0,10,5,252
Galium aparine,L.,RUBIACEAE,1,6,,0,0,0,10,5,255
Galium aparine,L.,RUBIACEAE,1,2,,0,0,0,15,5,257
Galium aparine,L.,RUBIACEAE,1,1,,667,667,667,50,5,260
Galium aparine,L.,RUBIACEAE,1,2,,0,10,5,3,7,235
Galium aparine,L.,RUBIACEAE,1,9,,53,237,91,8,7,275
Galium aparine,L.,RUBIACEAE,2,3,>1,-,-,-,,1,275
Galium aparine,L.,RUBIACEAE,2,2,1,-,-,-,,1,275
Galium aparine,L.,RUBIACEAE,2,1,2,-,-,-,30,3,14
Galium aparine,L.,RUBIACEAE,2,1,3,-,-,-,25,3,209
Galium aparine,L.,RUBIACEAE,2,1,>3,-,-,-,20,3,268
Galium aparine,L.,RUBIACEAE,2,1,,85,85,85,6,5,208
Galium aparine,L.,RUBIACEAE,2,1,,172,172,172,40,5,219
Galium aparine,L.,RUBIACEAE,2,5,,38,163,95,10,5,255
Galium aparine,L.,RUBIACEAE,2,2,,92,96,94,8,7,275
Galium aparine,L.,RUBIACEAE,4,6,,20,53,33,30,4,13
Galium aparine,L.,RUBIACEAE,4,7,,6,241,109,15,4,30
Galium aparine,L.,RUBIACEAE,4,1,,22,22,22,25,4,36
Galium aparine,L.,RUBIACEAE,4,1,,220,220,220,10,5,15
Galium aparine,L.,RUBIACEAE,4,1,,134,134,134,6,5,49
Galium aparine,L.,RUBIACEAE,4,2,,100,400,250,3,5,96
Galium aparine,L.,RUBIACEAE,4,1,,260,260,260,10,5,140
Galium aparine,L.,RUBIACEAE,4,1,,76,76,76,15,5,142
Galium aparine,L.,RUBIACEAE,4,2,,83,417,250,10,5,184
Galium aparine,L.,RUBIACEAE,4,7,,75,375,197,10,5,255
Galium aparine,L.,RUBIACEAE,4,1,,789,789,789,8,7,275
Galium boreale,L.,RUBIACEAE,1,7,,0,0,0,10,5,150
Galium boreale,L.,RUBIACEAE,1,17,,0,0,0,10,5,152
Galium boreale,L.,RUBIACEAE,1,5,,0,0,0,10,5,255
Galium boreale,L.,RUBIACEAE,4,1,,4,4,4,10,5,33
Galium boreale,L.,RUBIACEAE,4,2,,50,133,92,10,5,184
Galium boreale,L.,RUBIACEAE,4,1,,38,38,38,10,5,255
Galium mollugo,L.,RUBIACEAE,1,3,,0,0,0,20,4,225
Galium mollugo,L.,RUBIACEAE,1,1,,0,0,0,13,5,68
Galium mollugo,L.,RUBIACEAE,1,1,,50,50,50,6.5,5,68
Galium mollugo,L.,RUBIACEAE,1,1,,0,0,0,5,5,122
Galium mollugo,L.,RUBIACEAE,1,2,,0,0,0,6.5,5,128
Galium mollugo,L.,RUBIACEAE,1,1,,0,0,0,10,5,150
Galium mollugo,L.,RUBIACEAE,1,1,,0,0,0,12,5,171
Galium mollugo,L.,RUBIACEAE,1,5,,0,0,0,12,5,174
Galium mollugo,L.,RUBIACEAE,1,18,,0,0,0,10,5,255
Galium mollugo,L.,RUBIACEAE,1,3,,0,0,0,5,6,170
Galium mollugo,L.,RUBIACEAE,1,1,,223,223,223,6.5,7,182
Galium mollugo,L.,RUBIACEAE,2,1,3,-,-,-,7.5,2,196
Galium mollugo,L.,RUBIACEAE,2,1,,8,8,8,25,4,36
Galium mollugo,L.,RUBIACEAE,2,1,,128,128,128,6,5,181
Galium mollugo,L.,RUBIACEAE,4,1,,5,5,5,5,5,122
Galium mollugo,L.,RUBIACEAE,4,4,,60,200,125,6.5,5,128
Galium mollugo,L.,RUBIACEAE,4,8,,38,2025,311,10,5,255
Galium odoratum,(L.) Scop.,RUBIACEAE,1,1,,0,0,0,20,4,225
Galium odoratum,(L.) Scop.,RUBIACEAE,1,4,,0,0,0,6,5,49
Galium odoratum,(L.) Scop.,RUBIACEAE,1,2,,0,0,0,20,5,67
Galium odoratum,(L.) Scop.,RUBIACEAE,1,1,,0,0,0,3,5,96
Galium odoratum,(L.) Scop.,RUBIACEAE,1,1,,0,0,0,10,5,126
Galium odoratum,(L.) Scop.,RUBIACEAE,1,2,,0,0,0,12.5,5,126
Galium odoratum,(L.) Scop.,RUBIACEAE,1,1,,0,0,0,30,5,173
Galium odoratum,(L.) Scop.,RUBIACEAE,1,2,,0,0,0,4,5,176
Galium odoratum,(L.) Scop.,RUBIACEAE,1,1,,0,0,0,5,5,220
Galium odoratum,(L.) Scop.,RUBIACEAE,1,1,,0,0,0,15,5,257
Galium palustre,L.,RUBIACEAE,1,1,,0,0,0,20,4,111
Galium palustre,L.,RUBIACEAE,1,5,,0,0,0,20,4,225
Galium palustre,L.,RUBIACEAE,1,5,,0,0,0,10,5,27
Galium palustre,L.,RUBIACEAE,1,2,,0,0,0,3,5,96
Galium palustre,L.,RUBIACEAE,1,1,,0,0,0,20,5,111
Galium palustre,L.,RUBIACEAE,1,2,,0,0,0,6.5,5,128
Galium palustre,L.,RUBIACEAE,1,2,,0,0,0,6,5,151
Galium palustre,L.,RUBIACEAE,1,4,,0,0,0,3,5,208
Galium palustre,L.,RUBIACEAE,1,2,,85,566,326,6,5,208
Galium palustre,L.,RUBIACEAE,1,2,,0,0,0,10,5,255
Galium palustre,L.,RUBIACEAE,1,2,,52,52,52,2,7,99
Galium palustre,L.,RUBIACEAE,2,1,,170,170,170,6,5,208
Galium palustre,L.,RUBIACEAE,2,2,,79,90,84,3,7,235
Galium palustre,L.,RUBIACEAE,3,2,,572,6344,3458,10,5,27
Galium palustre,L.,RUBIACEAE,3,1,,1026,1026,1026,30,5,107
Galium palustre,L.,RUBIACEAE,3,4,,113,425,212,6,5,208
Galium palustre,L.,RUBIACEAE,4,1,,117,117,117,3,5,96
Galium palustre,L.,RUBIACEAE,4,3,,25,300,136,5,5,98
Galium palustre,L.,RUBIACEAE,4,2,,151,529,340,17.8,5,155
Galium palustre,L.,RUBIACEAE,4,5,,198,764,504,3,5,208
Galium palustre,L.,RUBIACEAE,4,1,,6,6,6,5,5,213
Galium palustre,L.,RUBIACEAE,4,2,,36,145,91,16,5,216
Galium palustre,L.,RUBIACEAE,4,2,,75,100,88,10,5,255
Galium parisiense,L.,RUBIACEAE,1,2,,0,0,0,3,5,132
Galium parisiense,L.,RUBIACEAE,4,2,,38,38,38,3,5,132
Galium pumilum,Murray,RUBIACEAE,1,1,,0,0,0,5,5,69
Galium pumilum,Murray,RUBIACEAE,1,1,,0,0,0,20,5,97
Galium pumilum,Murray,RUBIACEAE,1,4,,0,0,0,10,5,255
Galium pumilum,Murray,RUBIACEAE,4,4,,50,188,107,10,5,255
Galium saxatile,L.,RUBIACEAE,1,1,,344,344,344,30,5,45
Galium saxatile,L.,RUBIACEAE,1,1,,0,0,0,7.5,5,84
Galium saxatile,L.,RUBIACEAE,1,2,,0,0,0,5,5,92
Galium saxatile,L.,RUBIACEAE,1,2,,0,0,0,3,5,96
Galium saxatile,L.,RUBIACEAE,1,3,,0,0,0,10,5,255
Galium saxatile,L.,RUBIACEAE,1,1,,60,60,60,15,5,257
Galium saxatile,L.,RUBIACEAE,2,2,,54,667,361,22.5,5,45
Galium saxatile,L.,RUBIACEAE,2,1,,409,409,409,15,5,45
Galium saxatile,L.,RUBIACEAE,2,1,,53,53,53,9.5,5,84
Galium saxatile,L.,RUBIACEAE,2,1,,38,38,38,10,5,255
Galium saxatile,L.,RUBIACEAE,2,3,,100,3660,2033,15,5,257
Galium saxatile,L.,RUBIACEAE,2,1,,22,22,22,3,7,235
Galium saxatile,L.,RUBIACEAE,3,1,>120,44,44,44,32,5,169
Galium saxatile,L.,RUBIACEAE,4,1,,48,48,48,5,5,69
Galium saxatile,L.,RUBIACEAE,4,3,,56,173,124,5,5,92
Galium saxatile,L.,RUBIACEAE,4,1,,1117,1117,1117,3,5,96
Galium saxatile,L.,RUBIACEAE,4,2,,953,1440,1197,5,5,123
Galium saxatile,L.,RUBIACEAE,4,1,,23,23,23,2,5,153
Galium saxatile,L.,RUBIACEAE,4,5,,252,7855,2976,17.8,5,155
